"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116"
NA,0.972211796507246,0.95686049017866,0.981459281636778,0.97248506553384,0.989202292092141,0.9804572947849,0.975217577190159,0.964750865573084,0.986451711572736,0.962003937522543,0.947909025662799,0.972879241431293,0.981725845672137,0.979085063964313,0.965323440403241,0.956375924227397,0.952209254792176,0.985549524160529,0.970075905756217,0.979330186853072,0.977527728770503,0.961902213256151,0.960414590731304,0.965257825526656,0.984228113276637,0.975990049940564,0.971174585057497,0.976257003073426,0.968505523747868,0.97570690035215,0.963784568010863,0.979713063513313,0.983377064570555,0.980483444734567,0.966750448493784,0.981697590306595,0.973114911123421,0.980784516383506,0.991680685034445,0.989622724557134,0.992164527928599,0.974744436613352,0.979269797132528,0.975265111096634,0.973231731530675,0.969135418715795,0.964444174543438,0.982858936467443,0.982979012280708,0.975465894772579,0.979552121532754,0.962412122198516,0.973661902057779,0.981631750661705,0.978324008070542,0.974484531434183,0.980040907690537,0.973174412017146,0.973061693591671,0.976709032011995,0.966504912398509,0.961535954046163,0.979607117207197,0.97063490110981,0.974237385991688,0.97997122318898,0.977734188115972,0.977936286227718,0.966194590774288,0.974911625012348,0.976302238187218,0.977791350012092,0.973251898268315,0.971426389947543,0.968167216763175,0.987762383413933,0.973415904170874,0.982332169062397,0.979844932005368,0.983055288754173,0.977283085094545,0.969822692259462,0.985459461030461,0.983779887271857,0.978468500489891,0.977518660458763,0.98644438049749,0.974745656924954,0.9752205428099,0.983636122736577,0.986001081306356,0.976576024525101,0.988451470383554,0.98364025036691,0.98713698839819,0.985004430958774,0.99225951689456,0.993455263751499,0.985849655802499,0.990033899862491,0.989245452189758,0.989257388514092,0.991345031356593,0.990523752997866,0.989307475272948,0.988627899819049,0.990857669355421,0.985324941903265,0.982134357541485,0.980622142904299,0.979456885387735,0.982043025387379,0.993815334288433,0.992379465841511,0.995033443814373
NA,0.935961480889847,0.912175186084473,0.949494397729189,0.935698224811869,0.961395588173516,0.946129542368989,0.93793614512253,0.923258019042875,0.958751684002235,0.921056497399218,0.902181000728916,0.935858492166481,0.949816418878138,0.943366776244268,0.925868108663864,0.910955472887496,0.909295888307343,0.955405505689782,0.93193432608986,0.943929300667651,0.94437065872301,0.921675388242855,0.918507848005408,0.927016666189375,0.952932612350537,0.939649349208705,0.933588963520275,0.939628124352568,0.928752675744798,0.940040207165347,0.922980113919355,0.944547441568053,0.95391913343665,0.946109694424863,0.927951717919371,0.950115131572193,0.935835239875213,0.948407299642113,0.965433503954958,0.96000054086603,0.962591307250905,0.940511106040159,0.945571440667796,0.939158364140899,0.937066239549017,0.932222280131393,0.926218395739548,0.950347127547628,0.950125345862838,0.941323513016099,0.946356963461716,0.919138411428654,0.937884261708306,0.948169012239175,0.945059240832719,0.939186469154101,0.94786740757805,0.936467946780728,0.936559295816964,0.940999983490226,0.926441061441012,0.921408119792879,0.946008400455641,0.931309230400454,0.937843878237034,0.945819124117592,0.94226119680984,0.944256814499324,0.926500194757991,0.937961988592795,0.940934980948994,0.941250709257283,0.937774928421217,0.930911227488075,0.928392462128154,0.958698670324407,0.937103969822739,0.9492742188587,0.946494812035873,0.951750097547905,0.942741460251959,0.931109902478596,0.95692258569869,0.951817026843392,0.94401267596816,0.941746371636982,0.955353146335197,0.93923058210443,0.939576551735748,0.951263077748763,0.955439209079228,0.941295972705485,0.961989556148159,0.951610817881542,0.959838541184445,0.954215805395436,0.964364856210669,0.96370895226372,0.957948230206517,0.961378033119534,0.961808206175479,0.961540905170085,0.964535057056705,0.960443435863034,0.962233254093745,0.958121356486573,0.963593490882731,0.956618351430725,0.949725453516086,0.948943113035401,0.94717724426689,0.950646150838964,0.967972686583661,0.964561409736846,0.968330450121098
NA,0.973657689204972,0.963683019905947,0.984885583988693,0.979288688695672,0.975581702838342,0.981353355223906,0.975755902871362,0.963795518827207,0.965508401599957,0.981783127970857,0.978384464568547,0.973166281516242,0.988041507898897,0.976694218254715,0.974892904748796,0.960614407798083,0.978192403150337,0.98160579430778,0.972360806345578,0.97541458763481,0.966954785778664,0.979246115860739,0.955345240134367,0.976125795330719,0.974175484407059,0.969140472160904,0.974514276936831,0.974168563079577,0.979490471498966,0.975759398309576,0.978685456110918,0.966969734535629,0.956733838348788,0.976692439127977,0.972121225724099,0.969052260003326,0.976179654117062,0.971598905543232,0.973916805376861,0.985830461295804,0.959488234290683,0.971211752643027,0.975216206307892,0.960993192243511,0.968899119254059,0.966128240052987,0.968209143735155,0.968889446330469,0.962578642177062,0.96088262622754,0.968316402673453,0.956974145818855,0.960749142411481,0.969505005875127,0.958128492320417,0.980960910618357,0.969090620409929,0.972580869658612,0.976640538395113,0.973915846402131,0.970387129169494,0.965747842127131,0.967868792337641,0.97245156016215,0.963433474879417,0.973358919300754,0.973065742274509,0.975202697169491,0.971716608467686,0.970769264301909,0.985586843798741,0.972864221949717,0.980385390465739,0.973392611338184,0.982528601979065,0.971581856707846,0.970335621239095,0.971940318088524,0.96472239077637,0.973485195308033,0.978019989350809,0.972780535632623,0.981594755844765,0.97426682774996,0.985734182686431,0.973609971602023,0.971377255806821,0.973018457103656,0.96652513045445,0.981824877609766,0.975987848579596,0.968742793600653,0.96898234101333,0.951350085368283,0.973230938391876,0.982879805840058,0.976038979734956,0.976452645929188,0.974920028311105,0.961691112709865,0.973317747893284,0.961932732370005,0.98221834432825,0.958640315139124,0.981010307959347,0.966512175661913,0.969422964813934,0.975737702347551,0.958660155132366,0.951774598232977,0.949957319900575,0.965957796649302,0.971113714933215,0.973604285606471,0.958061579265871
NA,0.96423280777564,0.908312292790266,0.982791983078369,0.970630591050264,0.977734265042022,0.9737360755832,0.960192247303587,0.923799059708361,0.97026723980446,0.968923609585648,0.95169729255225,0.959663037275443,0.986228017532887,0.963398920267315,0.959655608958822,0.890754128315778,0.959536774744925,0.979780507248006,0.956459714924443,0.961340305353081,0.961779574125286,0.96651747088376,0.901716256187218,0.965849881178535,0.969325825540814,0.951299197981878,0.961450151054671,0.958618405191167,0.964833717758791,0.966058344187916,0.962975391898639,0.945953181126692,0.958759421552747,0.966190357624214,0.956167657435304,0.965486619004088,0.963501761644965,0.966694620158284,0.979314489645711,0.98551335046669,0.958188602146187,0.966033691072527,0.968423833259445,0.938484157864929,0.955965666629596,0.952212899765894,0.953264722067819,0.958225397188876,0.944835351479996,0.951039269852655,0.960420635226818,0.889225267564418,0.943462604167655,0.956477593442513,0.947181411781718,0.9755556916144,0.965790643863869,0.959714595428146,0.967076987823133,0.961709122657107,0.947011837929316,0.940992939078126,0.957429890254139,0.950279779433094,0.943292846236572,0.962518945490937,0.959752076978285,0.96995745502217,0.951903003690459,0.952828402305846,0.980269508023949,0.954083396860637,0.97520954984139,0.944708749706751,0.970491311071142,0.969842480077421,0.957472230159565,0.961204619018277,0.953598755051813,0.969966582353669,0.971574754303895,0.954927631327126,0.983926496811366,0.969826711104023,0.980820409466331,0.95986912764844,0.960987718074198,0.963558097275087,0.951869794772234,0.975896134614594,0.972298526317951,0.955455397107662,0.976329752799466,0.93389630948861,0.978035201529021,0.981650964353414,0.98013932201524,0.974288994840675,0.980230064176729,0.966406378863813,0.977855936417593,0.969829646892031,0.987212556564893,0.960478739144542,0.984545750723513,0.963890065948187,0.971373688329008,0.979337436036059,0.946996994070165,0.944005539751648,0.939547094398445,0.961860572238051,0.975587286951992,0.976458085060661,0.967394912813992
NA,0.954442660765578,0.933098692617789,0.964241585411025,0.954435664526046,0.969383853706593,0.957531096415631,0.950566177961925,0.940272381882312,0.968461285720388,0.947378797313048,0.935107338342651,0.951905800313382,0.965441800386555,0.953160063756217,0.948325216355835,0.93042272387837,0.941788591483465,0.965423572932098,0.949801401027729,0.953043609882818,0.959190372139308,0.948249387048268,0.938315373887956,0.951715100547398,0.961562489082652,0.951247266684938,0.951426355280499,0.951364707628757,0.948068056056245,0.954939733548558,0.946364990749245,0.951516660073465,0.964693101672231,0.95573270666486,0.948969624642729,0.961537367691723,0.951874929599516,0.960339601815723,0.972749675938626,0.969304066082128,0.965670417258031,0.958345337964186,0.958355577376622,0.950803181969813,0.953165649012647,0.951991416485709,0.949923567485668,0.957586993448415,0.955136654500589,0.956382819814693,0.958108905442165,0.934433611772625,0.952518781063085,0.95571810370237,0.956981053517979,0.958014864725176,0.961171905127988,0.95252993216828,0.954164428287323,0.953763527210972,0.945244881786983,0.94492304346001,0.9566904898869,0.946264295317604,0.950934118129531,0.955849441836715,0.953530896987737,0.959169887874184,0.946655815906071,0.950436683505154,0.958489404229759,0.950294244436793,0.957881090147298,0.942624386767306,0.949221854138616,0.965064763672759,0.953011604414239,0.956956909545572,0.956746022142288,0.962163280940408,0.957878738399013,0.948425218808153,0.970261017740239,0.961587132690842,0.959789231960889,0.953065059286838,0.958857047767988,0.955192146075707,0.953215171284035,0.960320276806115,0.963117769176599,0.953979162418648,0.971900134589495,0.95700936230247,0.970577996939593,0.966063623866229,0.972027204558517,0.966645398606008,0.971130056393619,0.968557670810368,0.970892648000823,0.970441943292498,0.975044344157912,0.966490739869888,0.972651326127644,0.9640612228222,0.968592027778016,0.969510385231184,0.957834144224799,0.959432906292869,0.958178597280908,0.961274055207961,0.971935411304165,0.970317798171766,0.972312374364285
NA,0.967731636549203,0.704703956606429,0.994164336342039,0.968621297852203,1.01795826638258,0.985595276487616,0.961831925270411,0.86298384927546,1.00282401201464,0.91563511138303,0.678766095568623,0.961310756039241,1.00224186028575,0.975036796796402,0.929245371654584,0.647062012107933,0.819465744718513,1.00959965765814,0.947827249774707,0.975223899830089,0.984056180442576,0.920271015252856,0.811567301781459,0.946202726459874,1.00118420377952,0.964698015718369,0.956638244290485,0.965959927447567,0.937376412144859,0.974166758750509,0.913513359171904,0.971911941354952,0.996651114970052,0.982191079861064,0.93595500986515,0.994017553134892,0.961945212107441,0.990049913774653,1.01920533085255,1.01984113299193,1.01578487163105,0.979855115548773,0.985694944282755,0.961384327618404,0.965360567334292,0.953838959504021,0.9345120217664,0.98858643570031,0.983470781128045,0.976185104921156,0.984875977492278,0.772182935293319,0.963622189325362,0.983126690439769,0.980756111175152,0.979583158269559,0.992552090953552,0.963687122586576,0.968521618313418,0.972762723112408,0.913190652447551,0.891285343511364,0.982262869049935,0.933026515724843,0.959959246582769,0.981390554155442,0.973705157268087,0.984882773693855,0.921402826628384,0.960340463874738,0.982693368772565,0.965696479669978,0.977863419901744,0.915435781916848,0.942628920542547,1.00872480914557,0.965322000703733,0.986262968337309,0.982376380025348,0.995953143636681,0.98223670210151,0.94127881480452,1.01072453507809,1.00291183522601,0.9874542896662,0.9722974427159,0.993884927659392,0.973230699884315,0.968578764546258,0.994070671675651,1.00149340317331,0.972703728439601,1.01374734608203,0.988235642515213,1.00823319746418,1.01494170759983,1.02261294662007,1.01899432384801,1.00942785426379,1.02714979130341,1.01819818124269,1.02160436653007,1.02487723259499,1.02277508298691,1.01657243590243,1.01472578119877,1.01268914541202,1.01146409528931,0.988356862189866,0.987373443706104,0.984127292049442,0.993504155086923,1.01902857213658,1.01586568748439,1.01869792140452
NA,0.935512943754227,0.938930133745076,0.956142804900452,0.94462224453038,0.959153534414518,0.963935012247376,0.95810185251602,0.941512724557676,0.940753594896828,0.938944816118157,0.933957908346615,0.945002345673885,0.958514968732517,0.964083937182751,0.934087397030758,0.940916335921377,0.924013726985937,0.963043842450049,0.940971488372796,0.964222891567172,0.93167411270092,0.931342984639534,0.9263235444179,0.924103731212598,0.959802854084745,0.952397064366464,0.942559593501509,0.957722207400929,0.950386640797527,0.949029633314327,0.941252588688921,0.96159973439448,0.929291405137309,0.963177422876952,0.932498776626337,0.944750116484856,0.949432284450016,0.94733091607745,0.957658222207382,0.96890675987209,0.962467459592994,0.92780481046203,0.951241592700879,0.943969435813071,0.937405906913744,0.9220072073653,0.914555572380927,0.960135830528276,0.961602532994171,0.925970980382625,0.945739937345212,0.943178536336556,0.932357701470718,0.960722386128131,0.934403209906511,0.943179373135618,0.938245477525872,0.943476365152187,0.943573616184839,0.953224645434818,0.940538738639664,0.920003478113586,0.949715850359076,0.951716148287343,0.942141067285441,0.958267814330316,0.956187897740011,0.943876237721361,0.937312370213506,0.952568036842421,0.955605274601837,0.962959491443501,0.938297712561832,0.961804792809432,0.95130429504057,0.962129654582118,0.940216485493733,0.962219313486876,0.947595553994701,0.953194209924077,0.948997123089334,0.944510981854467,0.947893541442985,0.95657633997986,0.958866589684013,0.957000229840922,0.971382760174532,0.941571611410164,0.941991663287266,0.968572848232084,0.963760617551073,0.946879145251795,0.940780832470181,0.951509496542376,0.944223668640775,0.959136934462844,0.959409546634672,0.975893699237944,0.934927539455949,0.947933463433271,0.951121189361758,0.938677389366669,0.954992226171645,0.950872833002107,0.955467465874767,0.959122467596731,0.96318319180741,0.940048774176373,0.947990753799864,0.931007524843646,0.928231104588808,0.944094589028173,0.967373501839958,0.964068661919378,0.956579029504398
NA,0.971448418330093,0.868042093808875,0.987158633636328,0.968772694633779,0.994854123915156,0.977122809933598,0.960774024082342,0.92180829940186,0.994832977980146,0.937570143896037,0.849474580442006,0.965311743903654,0.987791537735295,0.968959463761023,0.94979017665465,0.849224523282821,0.906537490382902,0.990130583129305,0.958463550862532,0.969429423623006,0.983700302029936,0.94432402735281,0.915394713804746,0.960724668975482,0.986832743635046,0.966418855684407,0.962651387343874,0.964456296390099,0.945999210501929,0.972671497732606,0.937244099602113,0.969296673099014,0.992280233468183,0.97542587997167,0.95462785636439,0.987301917910633,0.963675785485034,0.985052546918684,0.997068541807518,0.993415871926752,0.993667616659865,0.98083527540053,0.980670281280143,0.968025338391435,0.970527033476339,0.967476790607584,0.959269113006289,0.981902268181553,0.979193006310937,0.979927428264288,0.98211633690457,0.890891795217627,0.971752259032016,0.978159129838148,0.982033851004203,0.976798056574959,0.986526792778064,0.967381154148691,0.969637582771876,0.970992087898352,0.941266876621862,0.941140658980035,0.979833726926428,0.945844182115092,0.967212414797859,0.97675844146181,0.971119622101495,0.981789176304326,0.945995637712557,0.963033132072543,0.97580498132974,0.962660107178507,0.976481011799282,0.92900813292279,0.947325671727947,0.991707301684874,0.969648887283762,0.979924931614581,0.980714115007524,0.98753951849234,0.978386499116776,0.953435997768719,0.994470152609515,0.986670529120858,0.978997100340555,0.969668827075778,0.98420325863123,0.974083864842705,0.972025243548822,0.982861434630326,0.988706574343547,0.973399507968158,0.996738494187802,0.984154655455115,0.995667715170528,0.990401404461796,0.996551399648644,0.993005258636844,0.995743973093384,0.995317938442882,0.995974039433088,0.996357171274708,0.997536653286464,0.994096161060051,0.996361707602459,0.991292752667941,0.995026884722051,0.994568714660982,0.983985335340567,0.986821584505023,0.985184287552098,0.987526201516223,0.996995491791185,0.995824671674975,0.997670360283721
NA,0.959838761094693,0.910706349966716,0.973080198392128,0.958480600407691,0.979568766446471,0.95937151270462,0.946798125370261,0.928104394960641,0.980353351823858,0.946608257444447,0.919994898213425,0.953094009955001,0.974758370571932,0.950184754768957,0.948833283409525,0.901917858108589,0.938121192463095,0.973247141363838,0.949898856510933,0.949761883011584,0.968007814899278,0.949744864751011,0.927390491956409,0.95718873657271,0.96711010119487,0.949435814575327,0.952883422377551,0.948438721689297,0.944523733334472,0.958066848019012,0.943522578134421,0.94674314492995,0.976173254226353,0.955696367997886,0.950172689986651,0.969816281976701,0.952170958821369,0.967550160785259,0.984337251170093,0.978213876085556,0.972544106447523,0.967446180336204,0.963632797615816,0.950277009280062,0.956822829207148,0.957251821923263,0.954815048699231,0.95955579372012,0.953948769106055,0.963940855254406,0.96390140192499,0.911754080311339,0.956099136951387,0.955850513000337,0.963507437347481,0.965175210057906,0.970290587585951,0.95460211590824,0.957972971763618,0.954601812279958,0.94040931766518,0.944141262048191,0.960514102750067,0.939328116507318,0.951153345153323,0.95713907188875,0.953221044040951,0.966499069269659,0.944385669486886,0.947856149714655,0.963856463706845,0.944090078661116,0.965769606448612,0.926456875219803,0.947063776766123,0.97220755419346,0.956058542726538,0.95796530748724,0.9609024128284,0.96951306676587,0.963520460399816,0.946241786405152,0.982669516339442,0.967888302458982,0.965315520858874,0.952090682173909,0.95851349015395,0.959948582949006,0.955777777364337,0.963142025946022,0.968897061661852,0.956239437091687,0.984985857366935,0.959807309416132,0.983002001572366,0.975129931611982,0.983217186080029,0.971521288441477,0.984678728354811,0.979651394169365,0.982730858800681,0.983271351798665,0.988285287402131,0.975992058522318,0.984761281835185,0.970973522017316,0.977338124551241,0.982272599258689,0.962429666574787,0.967835951223563,0.966130563206758,0.969347757205183,0.981510832856644,0.97987711463097,0.983307770799367
NA,0.928115209988774,0.899099051503813,0.948396169156155,0.932420579986611,0.951925798125856,0.942380652478719,0.931082687378954,0.909217388330232,0.94449730618511,0.923713012459425,0.905938139618836,0.92750208693287,0.951388883424856,0.936333813383921,0.920653498352284,0.89544555776764,0.911188613611301,0.950338101188333,0.923526602286277,0.935883822379471,0.931250582687265,0.921560743569243,0.899032163997605,0.922855077297183,0.943217557508356,0.927882190443742,0.92665776610159,0.931319820868853,0.927038580668407,0.933053586632322,0.921855190555912,0.930927564847572,0.935736734319497,0.938739375822444,0.920038237372601,0.93777003052797,0.929800263634263,0.93764843035967,0.95493074361351,0.957208445609411,0.945661335510247,0.930449935875888,0.937415346085532,0.92252256391842,0.925603977913966,0.919468330691096,0.915651062876608,0.937643999945464,0.934011682215649,0.924876296023996,0.933749066371618,0.900414116790652,0.921314814026042,0.935916103723409,0.927075411359816,0.936771277150679,0.935745983131183,0.927610413890984,0.930891666684697,0.932421550133832,0.917181312840885,0.909383109639791,0.93308723117163,0.922861288528398,0.922718430865278,0.936241196573713,0.932880450341771,0.936377489555766,0.918375116068511,0.927460985691672,0.942476263789068,0.9316889649532,0.935235691125239,0.923047956530873,0.929924490721467,0.947138058742337,0.926595661829007,0.938409363749064,0.931787311486144,0.941818229620903,0.937119531476987,0.92308720236361,0.951878693564399,0.942299680959211,0.944772547423101,0.932788375589097,0.943629734696766,0.930405488195253,0.926295307279456,0.946950367985355,0.946587087162589,0.929244587498078,0.94936702303892,0.930678849477555,0.949367083466648,0.950293986124802,0.954968772129659,0.954300446981921,0.948637440594984,0.945453746183153,0.951206110973514,0.945843492104426,0.958761123969127,0.943194919273722,0.955996169325608,0.944063991093226,0.950882559908581,0.947839098549212,0.931937796581122,0.928269161075556,0.9256128136439,0.936585725143316,0.955995279357124,0.953837273727837,0.951531357639859
