X,Year_t,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,lambda_year,lambda_year_RFX,PC1_lastyr,PC2_lastyr,PC3_lastyr
73,1973,1.18976034508332,-1.87553241894003,-1.14544952181046,-0.547089276613029,-1.02840357619938,0.0809306904849947,0.21790339886583,-0.0275114092610012,0.9410605145881522,NA,3.25041397101556,1.45059928332096,-0.242538482649682
74,1974,1.43637619747787,1.69249879117596,1.10445664986338,-0.317876738344848,0.865101163807747,0.42678862951043,0.71673268542436,-0.545589131728326,0.957500328736765,NA,1.18976034508332,-1.87553241894003,-1.14544952181046
75,1975,1.93752876459891,-2.49161711442878,-0.780419365754578,-0.0777147149284176,-0.495267381552023,0.262422861004242,-0.145739666128196,-0.14005350084409,0.9295170248396107,NA,1.43637619747787,1.69249879117596,1.10445664986338
76,1976,3.16411212103855,0.196614666307479,0.365473247163735,-0.360593929144007,-1.26918550934005,0.11233840045746,0.285698975189801,0.290671960309219,0.9458966354311331,NA,1.93752876459891,-2.49161711442878,-0.780419365754578
77,1977,-0.665184497920472,-0.12983116845929,-1.59138391607232,0.717950118418871,-0.808070082215131,0.10908120059914,-0.418188385144734,0.517444200211819,0.9615786451915027,NA,3.16411212103855,0.196614666307479,0.365473247163735
78,1978,-0.0993679961245391,-0.174114402411375,0.869840804786446,1.37727332507042,0.576016045368655,-0.903493756596825,0.279135216926799,-0.105203721515386,0.9470876077044661,NA,-0.665184497920472,-0.12983116845929,-1.59138391607232
79,1979,0.329268128167917,-1.14975413350759,-1.29583503676991,-0.143144136827684,0.716823868903383,-0.986203531987828,0.944481968272985,0.106800712615272,0.9505918580259691,NA,-0.0993679961245391,-0.174114402411375,0.869840804786446
80,1980,-1.20506176151093,-0.711756870305043,0.0339960622867728,0.984581789745814,2.05755242839724,0.797436225790677,0.660472359450791,0.517908429098593,0.9499212927262208,NA,0.329268128167917,-1.14975413350759,-1.29583503676991
81,1981,-0.216606905138652,0.400540103489905,-0.498492540447889,0.102762761244421,0.217594242229587,1.18442389913064,0.0904915099082888,-0.237884045907378,0.9592564912075557,NA,-1.20506176151093,-0.711756870305043,0.0339960622867728
82,1982,1.0989613708399,0.691808223252397,0.159934695867235,1.32400130240244,0.0915435979944585,-0.146931752873851,0.376326935484894,0.784739420683917,0.9555921022036409,NA,-0.216606905138652,0.400540103489905,-0.498492540447889
83,1983,0.866531304361711,-0.686448599419411,0.719979292378882,1.36318381688619,-0.197765572484146,0.439531792211934,-0.556123724016992,0.281958965360567,0.9409036200210643,NA,1.0989613708399,0.691808223252397,0.159934695867235
84,1984,0.440721287322511,2.96960267529589,-0.120562607075136,-0.189812315842081,-0.57008705623687,-1.51548530745591,0.166269927679983,-0.50371034038561,0.9720661301987981,NA,0.866531304361711,-0.686448599419411,0.719979292378882
85,1985,0.0886058325109381,0.146853420952985,-0.794963970363661,0.424750308453098,-0.493380328695585,-0.126420640271437,-0.132562602831087,-1.11298545720969,0.9583616030333787,NA,0.440721287322511,2.96960267529589,-0.120562607075136
86,1986,3.20667575792272,1.35663618001257,-0.626725511931619,-0.418143005198757,0.910746495483034,-0.918526991191632,-0.477984861229545,-0.139884176819149,0.9602924266354649,NA,0.0886058325109381,0.146853420952985,-0.794963970363661
87,1987,0.887412092130004,-0.987672827780707,-0.561518765269254,-0.255333478154508,0.275265515215234,-0.750125479976181,0.81586155130288,-0.211614168721687,0.9463577598303378,NA,3.20667575792272,1.35663618001257,-0.626725511931619
88,1988,0.332621933526683,-1.86742883443867,-2.53299470796969,-1.35060593773553,1.23371998199861,-0.349175325226378,0.33303717858617,-0.101870303305446,0.9517104656908294,NA,0.887412092130004,-0.987672827780707,-0.561518765269254
89,1989,0.189954305069271,0.268455458866959,0.751452745139427,-0.324277595986643,-0.679791214389405,-0.0606949556103638,-0.177057839612084,-0.457385223754088,0.9509173691983653,NA,0.332621933526683,-1.86742883443867,-2.53299470796969
90,1990,-0.698836017334144,-0.609411907210551,0.650025235032734,-0.079955576085036,1.7058053459823601,0.280200372051371,0.82543580506618,-0.0923847028271969,0.9459542154944398,NA,0.189954305069271,0.268455458866959,0.751452745139427
91,1991,2.32636526965977,-0.103185168459032,-1.93125435514915,-0.444564758732838,0.313456707868863,-1.34430908709015,-0.603983751975031,0.174251096550397,0.9580054244763564,NA,-0.698836017334144,-0.609411907210551,0.650025235032734
92,1992,0.471635265545339,-0.057215182272911,-1.60288064579286,-0.802312241836284,-0.160950058731957,-1.21433169153558,1.00001794769455,-0.238392962632764,0.9601227487520402,NA,2.32636526965977,-0.103185168459032,-1.93125435514915
93,1993,-0.317599529561609,-0.635230455638234,0.262782733823644,-0.315900739850422,0.872725580187888,0.375050217507293,0.395320031053289,0.0695183419465662,0.9472245130089227,NA,0.471635265545339,-0.057215182272911,-1.60288064579286
94,1994,-2.55659842807184,2.1974731589734,0.0786505520577723,0.72032686246731,1.80012729371716,0.604572625882363,-0.291247819245551,0.00330182634633872,0.971405708673596,NA,-0.317599529561609,-0.635230455638234,0.262782733823644
95,1995,-2.78416414563652,-1.89131962173114,-0.527679344435863,0.242301134693023,-0.476854366601161,0.0338185682905998,0.00520143827890267,-0.191899909173062,0.9466444606862707,NA,-2.55659842807184,2.1974731589734,0.0786505520577723
96,1996,-1.5501178977013,2.2029811898484,-0.0476710460211062,-0.914825847279179,0.406561030605366,0.250147194657775,-0.0111347477976493,0.184815042661056,0.9704826888700574,NA,-2.78416414563652,-1.89131962173114,-0.527679344435863
97,1997,1.59515094904563,1.67330233908242,-0.99927028393766,-1.53689249349215,0.277398303026025,-3.7748828868947e-4,0.0329156737528355,0.415396482343639,0.9666261749697032,NA,-1.5501178977013,2.2029811898484,-0.0476710460211062
98,1998,-0.809075898839416,1.6342355340717,-1.48047621709755,0.386424464305918,-0.636212050298669,0.864363921697417,-0.806478807906866,0.0843827803802497,0.9717602740190595,NA,1.59515094904563,1.67330233908242,-0.99927028393766
99,1999,0.570376915005385,-0.77754457835325,-3.37043280379765,-1.15249874539326,-0.320699704540138,0.811216373218343,-0.178430496925533,-0.412976014315747,0.9632670292882822,NA,-0.809075898839416,1.6342355340717,-1.48047621709755
100,2000,-1.48742965497103,3.02490782922673,0.677316874180419,-0.209193820541094,-0.837953157778472,-0.964111974540662,-0.169410683841637,0.00393323767261493,0.9720798414989822,NA,0.570376915005385,-0.77754457835325,-3.37043280379765
101,2001,-3.00965186393829,0.596601840713193,-0.492963128484071,-1.2061452548723,-0.746032702015696,0.107601355882562,0.049052423177382,0.164005543208133,0.965290943545229,NA,-1.48742965497103,3.02490782922673,0.677316874180419
102,2002,-1.41473081146538,1.791896759235,-0.663360028827713,0.0473604148821017,0.0206508289563958,1.050596065161,-0.139642205253219,0.49518485188108,0.9704122681639272,NA,-3.00965186393829,0.596601840713193,-0.492963128484071
103,2003,-3.43671891079236,1.48786948862716,0.180482080437075,0.67026538792977,-0.654774441533495,-1.02390893039177,0.17136798349296,-0.396307299301766,0.9684388146504431,NA,-1.41473081146538,1.791896759235,-0.663360028827713
104,2004,0.067257677822648,3.31953879704141,-0.990387753068191,0.632586078064324,-1.85604317932375,-0.49868313102144,-0.129722049927398,-0.810887851141246,0.9773476677065132,0.9231584476131286,-3.43671891079236,1.48786948862716,0.180482080437075
105,2005,-3.06494080801189,-0.132566662632267,-0.720088586328842,-0.341254493985853,-0.919587276088849,0.755746109244543,0.383881682881757,-0.213115967356607,0.9617355884943171,0.9506070817121901,0.067257677822648,3.31953879704141,-0.990387753068191
106,2006,0.13417352672031,2.71650440928269,-0.961311113121838,-1.30801548879517,0.896382915400809,0.51434346267647,-0.0786630074759171,-0.755468074022731,0.9741381995498944,0.9843295286804663,-3.06494080801189,-0.132566662632267,-0.720088586328842
107,2007,-1.46637696963513,-0.489369387907934,-1.31782193741443,-0.943456652664016,-0.663388122346581,0.157949805855601,-0.439690595625768,0.629731760494586,0.9592829679369507,0.8964182471344361,0.13417352672031,2.71650440928269,-0.961311113121838
108,2008,-1.45827885311906,0.077098130390098,-1.90377615141064,-0.250308957568823,-0.0424425422000004,1.22275887128867,0.265643367821123,-0.207217884325788,0.9655595012852798,0.9650425866988818,-1.46637696963513,-0.489369387907934,-1.31782193741443
109,2009,-0.995977612642099,2.57328057350802,0.392199696122901,-0.952694313516873,0.0374210217017328,0.431876377635981,0.191819851501012,-0.355417256708126,0.9700807811040218,0.9269223903743443,-1.45827885311906,0.077098130390098,-1.90377615141064
110,2010,-2.12360624093914,-1.07063793371023,-0.135709485738189,-0.381612893123561,0.0281285090023586,0.53380663528374,-0.892421192182817,0.168014069987133,0.9499087438428884,0.7842835884016639,-0.995977612642099,2.57328057350802,0.392199696122901
111,2011,-3.43481152487731,-0.320027033511491,1.01200217391367,1.21417825500397,0.184712241546803,-0.674337264412182,-0.999133247555636,0.137743116504721,0.952364197772317,0.9784316676659657,-2.12360624093914,-1.07063793371023,-0.135709485738189
112,2012,-3.53420147418581,-0.444832282163721,1.21368494279918,-1.35857953906123,0.257483938399173,0.0923413640798754,-0.0700626069772106,-0.0402344374449834,0.9504218934867779,0.9779002873656828,-3.43481152487731,-0.320027033511491,1.01200217391367
113,2013,-1.60118789262674,0.185109468231546,0.192784378143481,-0.39366280795395,1.06079976624251,1.49125487626618,-0.246919910830023,0.209466427952284,0.9568944177937095,0.9944922915638711,-3.53420147418581,-0.444832282163721,1.21368494279918
114,2014,-1.49283606325277,0.368079741621544,-2.52671296403997,-0.150863384678692,0.76724575268331,-0.167121407730882,-0.267850974106137,0.14818656173431,0.9697778802448075,0.9965145733967793,-1.60118789262674,0.185109468231546,0.192784378143481
115,2015,-0.918261267002575,0.68597219506127,-1.99296350672017,-0.0421501907018611,1.17559681887331,0.27759203928502,-1.10590910415309,0.0927881771983589,0.968650497515722,0.9822692450960985,-1.49283606325277,0.368079741621544,-2.52671296403997
116,2016,-3.78141763881866,0.295406365259038,-1.54061310748244,1.90707967244099,1.27135599454753,-1.81134746746882,-0.277397681908673,-0.724698797466111,0.9689065934018348,0.9470141563495497,-0.918261267002575,0.68597219506127,-1.99296350672017
