X,Year_t,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,lambda_year,lambda_year_RFX,PC1_lastyr,PC2_lastyr,PC3_lastyr
1,1901,-1.41229088738749,0.0892678814529558,-0.830920920079582,-0.26855063665531,-0.850451030625971,-0.260146018488448,0.414233262203506,0.270045152764893,NA,NA,NA,NA,NA
2,1902,0.265573926810585,0.600013463988684,1.24516960959504,-0.335271218751026,-0.997591495627305,-0.326723243395945,0.591964801852173,-0.0162260442434984,0.9506749142993081,NA,-1.41229088738749,0.0892678814529558,-0.830920920079582
3,1903,0.535389536405889,-2.60232134176143,1.38733623989282,-0.218010362427178,-0.339281707907866,0.969350537560154,0.738165743602505,-0.929901261425828,0.9127604246700028,NA,0.265573926810585,0.600013463988684,1.24516960959504
4,1904,2.39315916449278,2.03857664055698,-0.53524474830614,1.22373324730302,-0.924549026789447,0.637401243057106,0.317157047196127,0.00867821040427857,0.9656085804951146,NA,0.535389536405889,-2.60232134176143,1.38733623989282
5,1905,1.64558572099806,0.73750445537503,0.687974529776117,0.518145257811745,-0.555441903087044,-0.348629627103291,-0.428993187632267,-0.146420393243726,0.9519994621579471,NA,2.39315916449278,2.03857664055698,-0.53524474830614
6,1906,-0.545432408688413,1.1892201877369,-1.34701040607016,2.5269422413561,-0.388179949305726,0.225205850459497,0.390541249960207,-0.253552318069017,0.968437437423044,NA,1.64558572099806,0.73750445537503,0.687974529776117
7,1907,2.34792334357814,-0.0798154051095885,-1.27026974459944,1.95064397347576,0.983699352738872,0.841411804915172,0.0917534140834017,-0.263018705277828,0.9547654940452465,NA,-0.545432408688413,1.1892201877369,-1.34701040607016
8,1908,1.58999130044087,-1.10742951701862,-0.547200811346598,1.45737867387454,-0.692066141160577,0.816827171654241,0.339306325985415,0.530479638877505,0.9434743590334288,NA,2.34792334357814,-0.0798154051095885,-1.27026974459944
9,1909,0.0536574793194409,-2.12372407016107,1.01316276128933,0.94234244859122,0.464983982935549,-0.0325876218618745,-0.414454210030547,0.0432737388056573,0.9248184712617629,NA,1.58999130044087,-1.10742951701862,-0.547200811346598
10,1910,-2.62604607319221,1.35566905487265,0.167254409665565,1.06560197683626,0.653551030019706,0.016880770302886,-0.232202413447558,-0.301261468097639,0.9664613085300453,NA,0.0536574793194409,-2.12372407016107,1.01316276128933
11,1911,2.82049473074922,0.670209515988982,1.42964164038362,-0.965363851610076,0.424935746003287,0.421575683195555,-0.805183580854453,-0.0773223123505216,0.9443168401196786,NA,-2.62604607319221,1.35566905487265,0.167254409665565
12,1912,2.91199608599975,-0.664115479459242,2.01645199259039,-0.369988188417362,0.0374695686284748,0.0169865311144415,0.511938072448232,0.0504613015482125,0.925068002806782,NA,2.82049473074922,0.670209515988982,1.42964164038362
13,1913,0.620882750618589,-0.303348710719111,0.581954719213729,0.733726079394694,-0.572554029797758,0.412608192670521,0.453143762348052,-0.705778364990311,0.946029852802417,NA,2.91199608599975,-0.664115479459242,2.01645199259039
14,1914,3.29631012846084,2.574960176223,-0.710669639450375,-0.761092228462831,0.0204694686658891,-0.663952885646047,-0.474271265136633,-0.0158771250092794,0.9680955012249784,NA,0.620882750618589,-0.303348710719111,0.581954719213729
15,1915,1.70707360496946,-1.22858241057016,-1.27428804713379,1.23013371295531,-0.201005093526709,-0.0506929310868515,-0.176272856432353,-0.106150102592548,0.9466946764648859,NA,3.29631012846084,2.574960176223,-0.710669639450375
16,1916,1.07425361263495,0.147410183585085,1.56517211478684,0.69999625386864,0.439884978962359,-0.0240761185672005,0.136539975384094,0.397297640772022,0.9428037672684609,NA,1.70707360496946,-1.22858241057016,-1.27428804713379
17,1917,0.351534021316452,-3.17212783710673,1.24609344000847,1.36133321928581,-0.0198018824847925,0.139949004679259,-0.261655881354314,-0.615548808737773,0.9060211377114449,NA,1.07425361263495,0.147410183585085,1.56517211478684
18,1918,2.17955586710361,0.404786566020451,2.48301330742169,0.847526318522089,0.370031163243823,-1.67655458940235,-0.6817887213836,0.16554767418921,0.9360557571123466,NA,0.351534021316452,-3.17212783710673,1.24609344000847
19,1919,1.47029158236123,1.06446383660699,-1.45067653667039,0.163693602104539,-0.335923614868718,0.875796942115721,0.284727690813114,0.373234832429639,0.9650191021413185,NA,2.17955586710361,0.404786566020451,2.48301330742169
20,1920,0.585222076533884,-0.366138138012835,0.954285403016402,0.545346573243849,0.0678294530611258,0.893397886811445,0.469256990215891,-0.504894660061459,0.9431513430518849,NA,1.47029158236123,1.06446383660699,-1.45067653667039
21,1921,1.46099267625386,-1.4046769168452,-1.32044538539698,-1.74230661916293,-0.34220613060926,-0.164785036485949,-0.558016977434593,0.339677832291517,0.9459773250288609,NA,0.585222076533884,-0.366138138012835,0.954285403016402
22,1922,-1.46054316972833,0.717901588194733,1.20987451716317,1.22526472846992,-1.22033839239443,0.460768471938688,0.0492282830078036,0.790660026378909,0.9553571228567671,NA,1.46099267625386,-1.4046769168452,-1.32044538539698
23,1923,1.97171001684913,0.819278920974871,1.86812019913274,0.221949399098307,0.44009997396802,0.688251983746476,0.234504654235029,-0.418052869575644,0.9449434652551234,NA,-1.46054316972833,0.717901588194733,1.20987451716317
24,1924,-1.14723409074499,-2.09635503513415,1.99310970537759,-0.439809737191026,0.203796130157447,0.0513331967560736,-0.486140117709724,-0.336943729680002,0.9203624376754931,NA,1.97171001684913,0.819278920974871,1.86812019913274
25,1925,0.835368243842129,1.1498261806858,2.13648639563707,-1.20438637487508,-0.726290603422577,0.126603038869168,-0.230358143347883,-0.444025642338138,0.9488650168287512,NA,-1.14723409074499,-2.09635503513415,1.99310970537759
26,1926,0.165183609916271,-0.127696054879384,-1.13813994547607,0.4048808036004,-0.925644627855794,0.222354133156242,-0.11325910352974,0.102765490937411,0.9579504621763569,NA,0.835368243842129,1.1498261806858,2.13648639563707
27,1927,0.150551504816312,-1.28832889754904,-0.143178054783446,-0.221669882094854,0.285507733030392,0.346545873551999,0.351338523636884,0.316456947823177,0.9426733079042331,NA,0.165183609916271,-0.127696054879384,-1.13813994547607
28,1928,0.87483214603234,-0.0532656767110967,0.828420823508853,-0.388124548119922,0.032830232327628,0.0755595746351615,1.0153230530793,0.071363414493628,0.9461504255877143,NA,0.150551504816312,-1.28832889754904,-0.143178054783446
29,1929,1.18261541355468,-1.17219006643027,-0.570335180121413,-1.1165082902511,0.773653467010952,-0.715366851607632,0.205177652779073,0.234615807215864,0.9440164983299727,NA,0.87483214603234,-0.0532656767110967,0.828420823508853
30,1930,2.45666382936448,-0.309332668806414,0.389178061594322,1.16232784473428,-0.230117172297856,-0.116431549505502,-0.572647778078666,0.490408467830103,0.942756044128754,NA,1.18261541355468,-1.17219006643027,-0.570335180121413
31,1931,0.922452077333521,0.0626922103171783,0.197577594617779,-0.799248057200154,1.6071666319912,-0.595321720702221,-0.487275354161133,0.160191148003519,0.9508003452741307,NA,2.45666382936448,-0.309332668806414,0.389178061594322
32,1932,2.20776719393644,0.00258420566113307,1.19059119012282,-0.343897379094954,0.96109825712837,0.946026143049017,0.215460114195671,0.555227256386936,0.9410359014856462,NA,0.922452077333521,0.0626922103171783,0.197577594617779
33,1933,0.0322248690720349,-2.19223260747774,-1.14838247974583,0.0548392678068629,1.43732063633802,0.495080336399192,-1.28425766136273,-0.145466559929087,0.9409389320220677,NA,2.20776719393644,0.00258420566113307,1.19059119012282
34,1934,-3.52325297743639,0.777482999508441,0.994161601424174,0.181369237502427,0.529659103977933,-0.655543024884245,0.606639312981842,0.229736863156495,0.960683773832408,NA,0.0322248690720349,-2.19223260747774,-1.14838247974583
35,1935,1.41866940554972,-0.849466025520662,-1.25194374903952,0.692907079838062,1.02736177794618,0.364304241876042,0.320227225554934,0.0216347104145759,0.9504710351630723,NA,-3.52325297743639,0.777482999508441,0.994161601424174
36,1936,0.455676261794664,-0.00284530424370271,1.59139563359502,-1.89296593835823,0.0374992404061023,0.0910482456152113,-0.198274669102073,-0.00715869086824918,0.9427387016281793,NA,1.41866940554972,-0.849466025520662,-1.25194374903952
37,1937,-1.13041193828752,0.454192621174679,0.187605435617753,0.0160702692695229,-0.149258934833279,0.661050838596543,-0.022032541238173,0.116745518599451,0.9579762692987813,NA,0.455676261794664,-0.00284530424370271,1.59139563359502
38,1938,1.32409113799424,-0.262905719819301,0.270143341171165,-0.195958498080841,-0.179916996653963,-0.314967597324863,-0.277181853304517,0.45100174030224,0.9466782788573547,NA,-1.13041193828752,0.454192621174679,0.187605435617753
39,1939,-0.498415476822325,0.379493156477285,0.0644875819515113,-0.115036761196254,-0.289640134461378,0.47071686144121,-0.427245253279717,0.362670596556203,0.9568574529883671,NA,1.32409113799424,-0.262905719819301,0.270143341171165
40,1940,-1.39224368141495,1.65858093335521,-1.3801270145618,0.525027986760747,0.492894797885528,-0.75527561455997,0.608415424266481,0.519522346681443,0.9722931642462418,NA,-0.498415476822325,0.379493156477285,0.0644875819515113
41,1941,2.34955903261888,1.74970069500549,-2.19300177185363,-0.872338652408242,0.306937651972428,0.247990061175939,0.524902405903678,-0.419749387805031,0.9706000177504969,NA,-1.39224368141495,1.65858093335521,-1.3801270145618
42,1942,-2.54012722252701,-1.10674482157459,-1.87227228077523,0.856890870029718,-0.602966527376093,-0.195619072079856,0.43257592536787,-0.246427672616851,0.9596003107723611,NA,2.34955903261888,1.74970069500549,-2.19300177185363
43,1943,-0.732371143348821,1.20726117016302,1.57617219762096,-1.54437440666219,0.0283436591143232,0.205291896104134,-0.225439191865689,0.468356812013112,0.9557026397342795,NA,-2.54012722252701,-1.10674482157459,-1.87227228077523
44,1944,0.500524730882888,0.249161127685639,-0.134301095263442,0.542518029358012,-0.867694702260307,0.291009168031101,-0.00515517581288532,0.270603133164957,0.9549671053434463,NA,-0.732371143348821,1.20726117016302,1.57617219762096
45,1945,-1.20329537881972,-1.444591101837,0.471417952722951,-0.0274109672365319,-0.711147576614268,-0.873606568289242,0.0151835899036437,0.120460872204098,0.9404501695880203,NA,0.500524730882888,0.249161127685639,-0.134301095263442
46,1946,-0.411765123548725,-0.130747295493599,1.04756401348578,0.20303130646304,-0.116047034904248,0.86501180998468,-0.171908784572939,0.0191405760147505,0.9471063320274663,NA,-1.20329537881972,-1.444591101837,0.471417952722951
47,1947,-0.99952044812163,0.263735462007854,2.03651270326945,-0.335613334791372,0.00152436156972602,-1.22843111563689,0.411153838235188,0.0904098905453557,0.9458939618132416,NA,-0.411765123548725,-0.130747295493599,1.04756401348578
48,1948,-0.586190343049735,0.537583075283701,2.54692980971579,-0.433817083762553,-0.438665490868931,0.114248313557239,-0.094997762123477,0.055052039112246,0.9441766450751001,NA,-0.99952044812163,0.263735462007854,2.03651270326945
49,1949,-0.325369833760074,-1.19251396441453,-1.14654837801288,-0.916604557305831,-0.859531853037231,0.334622523468228,-0.411898653389261,-0.0942549524107845,0.9507993853972379,NA,-0.586190343049735,0.537583075283701,2.54692980971579
50,1950,-0.967552809482034,-2.14748335456926,-1.34225516683598,-1.07222476074308,-0.0523844358577266,-1.29070673683661,0.327382137268132,0.101065670423853,0.9451274244691271,NA,-0.325369833760074,-1.19251396441453,-1.14654837801288
51,1951,-2.11864498502801,0.165626256363163,1.5686437766488,1.02873914982871,0.190265888532956,0.270214786556235,0.904496978334126,0.581043458326834,0.9503826710814196,NA,-0.967552809482034,-2.14748335456926,-1.34225516683598
52,1952,-0.844839547073241,-0.111454275216515,0.213146204310837,-0.887387733061345,-0.0863294936030009,-1.04598824709907,-0.0529162211000366,0.494034528635944,0.9530343963973715,NA,-2.11864498502801,0.165626256363163,1.5686437766488
53,1953,-0.342393603766113,-3.24200384246127,0.918711988895774,0.738246719228188,-0.179582828259022,-0.696040953638238,-0.678620489456674,-0.144159847720485,0.9114335929636368,NA,-0.844839547073241,-0.111454275216515,0.213146204310837
54,1954,-1.63294082319556,-0.606374532968649,1.28101616872997,-1.04017880245063,0.335976274871592,0.242738937271231,0.278983813308491,0.242927441839118,0.9442181602839141,NA,-0.342393603766113,-3.24200384246127,0.918711988895774
55,1955,-0.00841923805903587,-1.40764191898035,-1.13620916299767,-0.62523705836388,-1.71167295890339,-0.0787291828513588,-0.408106392129594,0.477327803083411,0.948219876989366,NA,-1.63294082319556,-0.606374532968649,1.28101616872997
56,1956,-2.3831582893772,-0.387400585880159,0.953387947046712,0.171228711504045,-0.574843972407473,-0.314809482384408,-0.400835508463349,-0.220170288281783,0.949892721522074,NA,-0.00841923805903587,-1.40764191898035,-1.13620916299767
57,1957,1.65615492631854,1.49169185951917,0.736096749795542,1.42646336690079,0.321840776769072,0.484394960198773,-0.222254553480028,-0.301775722113721,0.9574765750990215,NA,-2.3831582893772,-0.387400585880159,0.953387947046712
58,1958,-1.21855503954183,0.804410262711109,0.714753409205432,-0.572329228531911,0.110134455602727,0.659999984082345,-0.187451397057639,0.00650138475632645,0.9580416960623801,NA,1.65615492631854,1.49169185951917,0.736096749795542
59,1959,0.415598803485938,-0.200198742316032,0.674937566247033,0.134041906573942,0.0388760907023279,-0.362182070719792,-0.362598909435192,0.251283907899976,0.9468583365953771,NA,-1.21855503954183,0.804410262711109,0.714753409205432
60,1960,1.06142762274517,0.437978059347057,0.711990309134285,0.560770960182874,-0.485177294168762,-0.187741729363589,-0.813337670363048,0.247090332533482,0.9506634798733808,NA,0.415598803485938,-0.200198742316032,0.674937566247033
61,1961,0.77589450866641,-0.584092428878483,-0.199191521216587,-0.474352156980087,-0.511580282741033,-0.343747157166847,0.27745912990538,0.32044442534651,0.9479681860624886,NA,1.06142762274517,0.437978059347057,0.711990309134285
62,1962,0.640437933675445,-1.00707426921929,1.07862672259171,0.0191188456174482,-0.147269047590422,-0.355547753080089,-0.777493321594215,-0.769019606833695,0.9356343471872517,NA,0.77589450866641,-0.584092428878483,-0.199191521216587
63,1963,-0.435011171764701,-0.417864891062745,2.3530152784857,-1.4268485598512,0.378508739265618,-1.39483911787054,0.162039942322809,0.0519342709851698,0.9355180985956705,NA,0.640437933675445,-1.00707426921929,1.07862672259171
64,1964,-0.671530806994311,-0.592348454315433,-0.095307714735788,-0.0172134039258202,-0.915445909865755,0.117241526569049,0.836049742157725,0.779689108911944,0.950500851062166,NA,-0.435011171764701,-0.417864891062745,2.3530152784857
65,1965,1.17169915099954,-1.43205400046408,0.139148920280359,-0.308409351067384,0.0484457794269449,-0.301746650400992,0.349558517486057,-0.245064161701797,0.9365533812132496,NA,-0.671530806994311,-0.592348454315433,-0.095307714735788
66,1966,-0.924337595838078,-1.12790576947025,0.655205603329737,-1.49337185367662,0.235944568235129,0.942782273123878,-0.168737306439274,-0.944132393876737,0.9416024836467594,NA,1.17169915099954,-1.43205400046408,0.139148920280359
67,1967,0.592898284137162,-0.796080458677167,-0.791351215417937,0.726865009831451,0.433019195254502,-0.719749323935469,0.445867134910885,0.398447160616746,0.9500597588532298,NA,-0.924337595838078,-1.12790576947025,0.655205603329737
68,1968,0.71694148870065,-0.928655674884953,-0.505512400883708,-0.120434336605851,-0.420423487848202,-0.725003625136207,0.399945732635188,-0.407014573570545,0.9469358837396491,NA,0.592898284137162,-0.796080458677167,-0.791351215417937
69,1969,0.24068055665338,0.847936189051256,0.481183351796088,-0.604765893897555,0.246233611134938,0.775029870864271,-0.216027216452177,0.176052967680652,0.956764188021982,NA,0.71694148870065,-0.928655674884953,-0.505512400883708
70,1970,0.683078427433021,-0.545878529951056,1.3100823596338,0.27177376139084,-0.924491166304047,1.36560706179837,0.146792476169421,-0.0842394845586142,0.9386921976203563,NA,0.24068055665338,0.847936189051256,0.481183351796088
71,1971,0.508442970830382,-1.23156217949032,-0.101227189740307,1.1018316256692,-0.395461861906139,-0.396563443323934,0.00614046791280383,-0.293293054711435,0.9420398263634433,NA,0.683078427433021,-0.545878529951056,1.3100823596338
72,1972,3.25041397101556,1.45059928332096,-0.242538482649682,1.27285389188836,0.809853947779404,-0.783714822000641,-0.12559623825697,0.245787692761793,0.9590291066608296,NA,0.508442970830382,-1.23156217949032,-0.101227189740307
