grow.size,grow.sq.res
0.923592357635975,0.007452524423167191
0.5624647402194557,0.002436547953474977
1.2894341973441794,0.01944521859412324
0.8579841654665947,0.03125429038552458
1.2162428760257187,0.05003892006202323
0.8626121801319908,0.0013645510471811035
0.8905542701054913,0.0036285113326605233
0.8969421988893771,0.0026099224394556136
0.9039565475792349,0.009549755355569633
1.1829205432924539,0.00481488421450075
0.43385531848554265,0.037982638261748636
0.9875015611394774,0.036835058945223854
0.7188113150319031,0.08588549861661171
0.8376651530088371,0.0049245576174422245
1.4321100252809122,0.11020020730106908
0.9432829398549836,0.004708683454408332
1.1145371881972375,0.01268041434913285
0.8044142058158816,0.025585593901670704
1.4447513406147092,0.01482519882353954
1.0261240626831454,0.070719955026327
0.1538728303141295,0.061736286273450486
0.8125011085640542,0.002373478673222991
0.26137915416239044,0.018793879338084307
0.7312076064522158,0.06678994696301489
-0.05817334755439785,0.004069028544291657
0.747633428725785,0.010077805717251942
0.1901777683687363,0.012837049629391799
0.33260886371883575,0.005613780192418832
0.177198672394897,0.024904462687711234
0.5784296243953405,0.004674330500684989
-0.31809138222006617,0.11922226392225624
-0.3210911278293837,0.012586519161677665
-0.5437976283655064,0.003200198289360892
0.25522487064836064,0.0796550450520252
-0.16314718512814508,0.042820140470279475
0.14697143207768634,0.00211049618298065
0.4048513053792966,0.007572907164026862
-0.6586994430510814,0.0274742249966045
-0.08219404480202,0.00492938510208059
-1.0657968225531538,0.16382798614075397
1.1200261785971903,0.008527414215014508
0.6587910499008428,0.008836999553229847
1.3910017920093367,9.164766186344341e-4
1.2441847897685736,0.013043709254284124
1.1257593138226054,0.012007641065046237
0.8917723180558945,7.359104579196857e-4
0.8905231950247262,0.010201494386685625
0.92361047077437,0.094121260333267745
0.7756858017610928,8.456701114126628e-4
0.9620367405562155,7.818061262874142e-4
1.431553772091613,0.005655649759915265
1.1141875915787331,0.011320668915693988
0.7874722111317386,0.03067119164851282
0.9954531413082077,0.0012976392481781516
0.8340762485783997,7.361323455629667e-4
0.9806663040074439,7.031142221707316e-4
1.81008605188811,0.20947678249275223
0.9871326427591318,0.024335329308676986
1.215836118189703,0.002838246226747482
0.8395571629940415,6.400993001201652e-4
0.6091115096821684,0.05506579437043106
-0.004667863289838671,0.07598579135541152
0.7108867922082482,0.029636722209427622
0.5736539677007588,0.0014066103845163166
0.6405768743681908,0.01680024572672715
0.45549108472496685,0.0029104047281218676
0.7448524427014552,0.005538556823115901
0.7254786362335899,0.018068666408564957
1.2420904512387074,6.95123802569843e-4
0.5915716902129265,0.054557149484716246
0.013767149542365261,0.03327827593945305
-0.6774437646836104,6.739865560750504e-4
-0.5480666714751337,0.050987518317738637
-0.18803427536658873,0.011706193251857549
-0.7004144940802983,6.538929286643546e-4
-0.4542247577011578,0.035784304580786346
-0.5153501916271922,0.003611126222396069
-0.28881600548966446,0.025180335347562536
-1.547695973253923,0.07059756199626285
-0.3053505239939507,0.0072227356065325396
0.8845741820004962,0.0017712380836838787
0.9952919046576302,0.0036927609584989705
1.22365054610173,0.07713631923701905
1.0631330738393254,0.006031453553743076
0.8098802518938664,0.003659784738220373
1.0988589119428023,0.001791458354645436
1.1951773524236171,0.009521476236101405
0.87574668855045,0.03288076272166455
0.7591322381001476,6.716702615381389e-4
1.0703507677018909,0.005395363912015707
0.5261777263071716,0.01686894001421269
1.0574583495752274,9.35756749660005e-4
0.8278783032480601,7.937485906261853e-4
0.7601764867423981,0.0023664060144019602
0.9747083192020751,0.05755825164073589
0.7967518863001997,0.01723420793854599
1.0973967784819614,0.001240055669064225
0.859405709269273,0.002721304480064602
1.099577256876215,0.0031883096897601312
1.0164451732318323,0.008212325740350284
0.011041107094989334,0.011931618524533057
0.6188674146022671,6.602631602240996e-4
0.47223222987354563,0.014484463736323597
0.7144213301580857,0.001632779132982161
0.5343997150334671,0.003005891476599279
0.6608200322631419,0.019666028023605408
0.3480447348815082,0.006409088503058734
0.7764398210574279,0.008044303559399661
0.3715444772914085,0.013002791878331147
0.013767149542365261,0.06874603556598147
-0.7786184799533346,0.03462787616310755
-0.2517214763034564,0.05969867550162426
-0.1862165993251237,0.017544955291807614
-0.6338123528126378,0.005747210789344176
0.04157174694074088,0.0024025519962580107
-0.11364122714965204,0.02783576617208993
-0.5292351219101477,0.03759697668693175
-1.0657968225531538,0.8972707911824334
-0.19707132920808576,0.004451914159714675
-0.33027561174340686,7.488806359477152e-4
0.7406138543825038,0.03291473122745662
0.4432330219509135,0.006753786164100189
1.0286843771636123,0.13808102582283446
0.5914417939107687,0.007300520539874991
0.8794544651228468,0.004407845602078798
0.7876903128409396,0.0034478718045772897
0.7365285773185833,9.558624891501572e-4
0.7523178263727763,0.0012259489956530122
0.8907350556723703,0.03175809181914982
1.1216235464859818,0.006456038277445133
0.5479500620112568,0.005300871178041283
1.0598320158658545,0.012036434319959566
0.9069982628873434,0.015066024236400558
0.8014757083339255,8.297311534871212e-4
