"","mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","Rhat","n.eff"
"surv.z[1,1]",0.0621904761904762,0.241512682783123,0,0,0,0,1,1.00449651099413,1800
"surv.z[2,1]",0.0308571428571429,0.172938798296981,0,0,0,0,1,1.00151006252937,10000
"surv.z[3,1]",0.0617142857142857,0.240647351949881,0,0,0,0,1,1.0008667802314,10000
"surv.z[1,2]",0.0623809523809524,0.241857685688762,0,0,0,0,1,1.00131090647042,5900
"surv.z[2,2]",0.032952380952381,0.178520465879489,0,0,0,0,1,1.00376132611704,4000
"surv.z[3,2]",0.0184761904761905,0.134672002108746,0,0,0,0,0,1.00340787996836,7700
"surv.z[1,3]",0.776666666666667,0.416499791963595,0,1,1,1,1,1.00167300827516,2500
"surv.z[2,3]",0.878285714285714,0.32697110007103,0,1,1,1,1,1.00187698534993,2300
"surv.z[3,3]",0.0351428571428571,0.18414957605181,0,0,0,0,1,1.00099043616143,10000
"surv.zsize",1,0,1,1,1,1,1,1,1
