plant,treatment,species,fruit_number,poll.access,ant.access,omit.tc.nosp,vacant,weight.in.grams,width (mm),seed_count,blackened?,number.blackened,number.unblackened,seed_mass,abort?,notes
41,PAAA,l,1,y,y,n,n,2.1,,180,n,0,180,1.2,n,broken fruit; some seeds lost; no diameter to measure
41,PAAA,l,3,y,y,n,n,3.2,20.3,259,y,1,258,1.4,n,
41,PEAA,l,1,n,y,n,n,1.1,16.56,0,n,0,0,0,n,damage
41,PEAA,l,2,n,y,n,n,0.9,13.2,0,n,0,0,0,n,
41,PAAE,l,1,y,n,n,n,3.5,20.29,207,n,0,207,2.1,n,
41,PAAE,l,2,y,n,n,n,4.2,20.58,273,n,0,273,2.8,n,
41,PAAE,l,3,y,n,n,n,0.3,8.54,0,n,0,0,0,y,abort
42,PAAE,l,1,y,n,n,n,1.8,22.8,241,y,76,165,0.4,n,damage
42,PEAA,l,1,n,y,n,n,1.2,19.65,0,n,0,0,0,n,
42,PEAA,l,2,n,y,n,n,1.2,18.25,0,n,0,0,0,n,
42,PEAA,l,3,n,y,n,n,1.5,22.61,0,n,0,0,0,n,
42,PEAE,l,1,n,n,n,n,1.3,18.71,0,n,0,0,0,n,
42,PEAE,l,2,n,n,n,n,1.3,21.39,0,n,0,0,0,n,
42,PEAE,l,3,n,n,n,n,1.2,20.24,0,n,0,0,0,n,
42,PEAE,l,4,n,n,n,n,1,17.29,0,n,0,0,0,n,
42,PAAE,l,2,y,n,n,n,3.3,21.13,241,n,0,241,2.2,n,
42,PAAE,l,3,y,n,n,n,4,20.69,233,y,1,232,2.6,n,
42,PAAE,l,4,y,n,n,n,3.4,23.96,225,y,1,224,2,n,
42,PAAA,l,2,y,y,n,n,3.1,21.69,209,y,10,209,2.2959,n,
42,PAAA,l,1,y,y,n,n,3.9,19.65,201,y,5,196,2.30607,n,
42,tc,l,1,y,y,y,n,1.9,22.24,132,y,27,105,2.1575,n,damage
