"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71"
"1",0.711671578392631,0.717856224824317,0.723874742044356,0.729730862504196,0.735428429880228,0.740971376188276,0.746363700634239,0.751609450159269,0.756712701626297,0.761677545585422,0.766508071548554,0.771208354698491,0.775782443953983,0.780234351310307,0.784568042373877,0.788787428009768,0.792896357021969,0.796898609788098,0.800797892772738,0.804597833846362,0.808301978340164,0.811913785770623,0.815436627171295,0.818873782973273,0.822228441379479,0.825503697182067,0.828702550975911,0.831827908724982,0.834882581642201,0.837869286346845,0.840790645267007,0.843649187257939,0.846447348410162,0.849187473024171,0.851871814731283,0.85450253774268,0.857081718211102,0.859611345691671,0.862093324690371,0.86452947629028,0.866921539847294,0.869271174748293,0.871579962225824,0.873849407224323,0.876080940313526,0.878275919645424,0.880435632951263,0.882561299575574,0.884654072544095,0.886715040662568,0.888745230643132,0.890745609254989,0.892717085495595,0.894660512778404,0.896576691132856,0.898466369411951,0.900330247502485,0.902168978532659,0.903983171071696,0.905773391315721,0.907540165254271,0.909283980811627,0.91100528995722,0.912704510779571,0.914382029518313,0.916038202549123,0.917673358316807,0.919287799212035,0.920881803387701,0.9224556265114,0.924009503450924
"2",0.963004824415864,0.962955126857181,0.962905355423544,0.962855509936448,0.962805590216953,0.96275559608567,0.962705527362792,0.962655383868059,0.96260516542076,0.962554871839762,0.962504502943468,0.962454058549847,0.962403538476413,0.962352942540234,0.962302270557926,0.962251522345655,0.96220069771913,0.962149796493605,0.962098818483879,0.962047763504297,0.961996631368729,0.961945421890607,0.961894134882875,0.961842770158032,0.961791327528102,0.961739806804646,0.961688207798751,0.961636530321034,0.961584774181647,0.961532939190261,0.961481025156075,0.961429031887808,0.961376959193707,0.961324806881535,0.961272574758573,0.961220262631622,0.96116787030699,0.961115397590516,0.961062844287533,0.961010210202893,0.960957495140964,0.960904698905603,0.96085182130019,0.960798862127603,0.960745821190222,0.960692698289924,0.960639493228095,0.960586205805616,0.960532835822855,0.960479383079691,0.960425847375473,0.960372228509069,0.960318526278811,0.960264740482532,0.960210870917552,0.960156917380673,0.960102879668177,0.960048757575831,0.959994550898881,0.95994025943205,0.95988588296954,0.959831421305018,0.95977687423164,0.959722241542016,0.959667523028239,0.959612718481867,0.959557827693913,0.959502850454868,0.95944778655468,0.959392635782759,0.959337397927975
"3",0.957377820772837,0.957056997571489,0.956733598227367,0.956407587779591,0.95607893067435,0.955747590754619,0.955413531249722,0.955076714764726,0.954737103269688,0.954394658088728,0.954049339888927,0.95370110866909,0.953349923748316,0.952995743754413,0.952638526612139,0.952278229531277,0.951914808994534,0.951548220745267,0.951178419775054,0.950805360311039,0.950428995803164,0.950049278911164,0.949666161491421,0.949279594583616,0.948889528397187,0.948495912297629,0.94809869479258,0.947697823517736,0.947293245222534,0.946884905755715,0.946472750050605,0.946056722110269,0.945636764992413,0.94521282079414,0.944784830636425,0.944352734648476,0.943916471951814,0.943475980644208,0.943031197783327,0.942582059370257,0.942128500332758,0.941670454508318,0.941207854627017,0.940740632294134,0.940268717972566,0.939792040965037,0.939310529396059,0.938824110193708,0.93833270907116,0.937836250508022,0.937334657731437,0.93682785269697,0.936315756069299,0.935798287202645,0.935275364121052,0.934746903498376,0.934212820638138,0.933673029453103,0.933127442444694,0.932575970682175,0.932018523781652,0.931455009884848,0.930885335637706,0.930309406168778,0.929727125067449,0.92913839436195,0.92854311449722,0.927941184312563,0.92733250101917,0.926716960177448,0.926094455674231
"4",0.986808350194861,0.98655588124437,0.986301608529359,0.986045396500557,0.985787109631319,0.985526612701171,0.985263771040013,0.984998450733383,0.984730518789815,0.984459843271558,0.98418629339023,0.983909739569283,0.983630053475257,0.983347108019985,0.983060777335954,0.982770936727157,0.982477462597616,0.982180232359914,0.981879124325927,0.9815740175818,0.981264791849364,0.980951327335746,0.980633504573107,0.980311204250147,0.979984307036877,0.979652693404223,0.979316243439547,0.978974836659395,0.978628351820412,0.978276666729296,0.977919658052649,0.977557201127239,0.977189169771336,0.976815436097499,0.976435870327141,0.976050340607189,0.975658712828925,0.9752608504492,0.97485661431396,0.974445862484167,0.974028450063944,0.973604229030883,0.973173048068356,0.972734752399622,0.972289183623523,0.971836179551569,0.971375574046088,0.970907196859287,0.970430873472843,0.969946424937825,0.969453667714663,0.968952413512845,0.968442469130126,0.967923636290979,0.967395711483966,0.966858485797897,0.966311744756395,0.965755268150802,0.965188829871054,0.964612197734419,0.964025133311884,0.963427391751989,0.962818721601993,0.962198864626124,0.961567555620886,0.960924522227241,0.960269484739521,0.95960215591104,0.958922240756247,0.95822943634943,0.957523431619809
"5",0.930573366786515,0.931254517424322,0.931928865020455,0.93259652022606,0.933257591322301,0.933912184261328,0.934560402706788,0.935202348073734,0.935838119568109,0.936467814225598,0.937091526950014,0.937709350551128,0.938321375781942,0.938927691375435,0.939528384080742,0.940123538698802,0.940713238117441,0.941297563345897,0.941876593548791,0.942450406079547,0.943019076513246,0.943582678678939,0.944141284691401,0.944694964982336,0.945243788331072,0.94578782189468,0.946327131237621,0.946861780360853,0.94739183173048,0.947917346305907,0.948438383567568,0.948955001544221,0.949467256839864,0.949975204660282,0.950478898839297,0.950978391864744,0.951473734904208,0.951964977830633,0.9524521692478,0.952935356515816,0.953414585776625,0.953889901979696,0.954361348907957,0.954828969204094,0.955292804397342,0.955752894930924,0.95620928019028,0.956661998532227,0.957111087315245,0.95755658293101,0.957998520837316,0.95843693559248,0.958871860891204,0.959303329601838,0.959731373804817,0.960156024831808,0.960577313305071,0.960995269176168,0.961409921763095,0.961821299784735,0.962229431391479,0.96263434419099,0.963036065268253,0.963434621199324,0.963830038058803,0.964222341421257,0.964611556357593,0.964997707427534,0.965380818669721,0.965760913591078,0.966138015156938
"6",0.985956683864939,0.985921735147361,0.985886748705437,0.985851724186453,0.985816661238855,0.985781559512411,0.985746418658322,0.98571123832937,0.985676018180062,0.985640757866787,0.985605457047928,0.985570115384062,0.985534732538057,0.985499308175285,0.985463841963734,0.985428333574196,0.9853927826804,0.985357188959211,0.985321552090768,0.985285871758658,0.985250147650098,0.985214379456092,0.985178566871598,0.985142709595727,0.985106807331895,0.985070859787996,0.985034866676604,0.984998827715134,0.984962742626025,0.984926611136915,0.984890432980835,0.984854207896382,0.984817935627905,0.984781615925682,0.984745248546124,0.984708833251931,0.984672369812301,0.984635858003115,0.984599297607104,0.984562688414068,0.984526030221035,0.984489322832481,0.984452566060488,0.984415759724972,0.984378903653861,0.984341997683285,0.984305041657793,0.984268035430535,0.98423097886349,0.98419387182766,0.984156714203279,0.984119505880056,0.984082246757357,0.984044936744482,0.984007575760856,0.983970163736307,0.983932700611295,0.983895186337197,0.98385762087654,0.983820004203328,0.983782336303314,0.983744617174313,0.983706846826528,0.983669025282901,0.983631152579464,0.983593228765714,0.98355525390504,0.983517228075137,0.983479151368467,0.983441023892742,0.983402845771451
"7",0.985464320069584,0.984901474552151,0.984329154569708,0.983747233609931,0.983155555125505,0.982553932773616,0.981942151000464,0.981319965934995,0.980687106547244,0.980043276019619,0.979388153274138,0.978721394595856,0.97804263529176,0.977351491325855,0.97664756087444,0.975930425750634,0.975199652653413,0.974454794203838,0.97369538973888,0.972920965841422,0.972131036592784,0.971325103541792,0.970502655390998,0.96966316740687,0.968806100565636,0.967930900450493,0.967036995918932,0.966123797560724,0.965190695968299,0.964237059841204,0.963262233945952,0.962265536951122,0.961246259156075,0.960203660129475,0.959136966271576,0.958045368311778,0.95692801875059,0.955784029252756,0.954612467996137,0.953412356978925,0.952182669285999,0.950922326313858,0.949630194952198,0.948305084719477,0.946945744849041,0.945550861322064,0.94411905384348,0.942648872757114,0.941138795896625,0.939587225369328,0.93799248427069,0.936352813328205,0.934666367474228,0.932931212348787,0.931145320734412,0.929306568926855,0.927412733046911,0.925461485300719,0.923450390197666,0.921376900737512,0.919238354580652,0.917031970218315,0.914754843162346,0.912403942177624,0.909976105583787,0.907468037656739,0.904876305164988,0.902197334080227,0.899427406507048,0.896562657881816,0.893599074497026
"8",0.98432538816862,0.98377960666081,0.98322301691461,0.982655211419337,0.982075780180406,0.981484311887931,0.980880394841915,0.980263617631627,0.979633569572286,0.97898984090689,0.978332022784952,0.977659707032929,0.976972485733439,0.97626995063168,0.975551692388476,0.974817299699265,0.974066358298135,0.973298449865207,0.972513150854357,0.971710031257017,0.970888653316116,0.970048570202465,0.969189324664278,0.968310447658633,0.967411456972147,0.966491855836478,0.965551131542836,0.964588754058448,0.963604174646684,0.962596824491678,0.961566113327369,0.960511428070357,0.959432131455295,0.958327560671351,0.957197025997894,0.956039809437524,0.954855163344438,0.953642309046263,0.952400435457552,0.951128697683303,0.949826215611139,0.948492072490993,0.94712531350143,0.945724944302185,0.944289929572587,0.942819191536237,0.94131160847236,0.939766013214929,0.938181191640894,0.936555881149439,0.93488876913459,0.933178491453986,0.931423630897279,0.929622715658079,0.927774217814046,0.925876551820394,0.92392807302278,0.921927076196292,0.919871794118109,0.917760396182329,0.915590987066266,0.913361605458748,0.911070222861856,0.908714742478823,0.906292998201984,0.903802753716055,0.901241701733356,0.898607463379038,0.895897587746112,0.893109551641355,0.890240759545269
"9",0.951448550703862,0.951884925310437,0.952318516134272,0.952749343328088,0.953177426562926,0.95360278504012,0.954025437503018,0.954445402248547,0.954862697138473,0.955277339610459,0.955689346688907,0.956098734995543,0.956505520759808,0.956909719829001,0.957311347678212,0.957710419420048,0.958106949814122,0.958500953276356,0.958892443888064,0.959281435404835,0.959667941265215,0.960051974599229,0.960433548236638,0.960812674715105,0.961189366288117,0.961563634932745,0.961935492357259,0.962304950008541,0.962672019079373,0.963036710515523,0.963399035022722,0.96375900307345,0.964116624913617,0.964471910569037,0.964824869851822,0.965175512366578,0.965523847516499,0.965869884509279,0.966213632362912,0.966555099911303,0.966894295809788,0.967231228540438,0.967565906417234,0.967898337591066,0.968228530054599,0.968556491646877,0.968882230057815,0.969205752832491,0.96952706737517,0.969846180953179,0.970163100700531,0.970477833621294,0.970790386592753,0.971100766368265,0.971408979579864,0.971715032740614,0.9720189322466,0.972320684378685,0.972620295303902,0.972917771076557,0.973213117638998,0.973506340822052,0.973797446345096,0.974086439815835,0.974373326729731,0.974658112469054,0.974940802301679,0.975221401379483,0.975499914736495,0.975776347286723,0.976050703821694
"10",0.992538052121404,0.992291286847503,0.992038905589889,0.99178086639534,0.99151712845292,0.991247651965348,0.990972398016393,0.990691328435361,0.990404405659777,0.990111592597154,0.989812852486798,0.989508148762271,0.989197444915227,0.98888070436109,0.98855789030697,0.988228965622048,0.987893892710671,0.987552633388199,0.987205148759637,0.986851399101031,0.986491343743521,0.986124940960065,0.98575214785459,0.985372920253663,0.984987212600537,0.984594977851545,0.984196167374934,0.983790730852094,0.983378616181362,0.982959769384448,0.982534134515621,0.98210165357383,0.981662266417861,0.981215910684652,0.980762521710825,0.980302032457527,0.979834373438472,0.979359472651131,0.978877255510907,0.978387644787924,0.97789056054623,0.97738592008478,0.976873637879791,0.976353625527731,0.975825791688296,0.975290042026533,0.974746279153265,0.974194402562959,0.973634308568017,0.973065890228641,0.972489037277209,0.971903636036304,0.97130956932939,0.970706716383335,0.970094952721912,0.969474150049466,0.968844176124174,0.968204894620163,0.967556164978054,0.966897842243439,0.966229776893017,0.965551814648125,0.964863796275451,0.964165557375037,0.963456928155408,0.962737733196103,0.962007791197689,0.961266914719549,0.960514909905755,0.959751576199363,0.958976706045532
