"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66"
"1",0.857078062789049,0.85722102429929,0.857363830751736,0.857506482487072,0.857648979845144,0.857791323164965,0.857933512784712,0.858075549041728,0.858217432272525,0.858359162812785,0.858500740997352,0.85864216716025,0.858783441634671,0.858924564752978,0.859065536846707,0.859206358246579,0.85934702928248,0.859487550283478,0.85962792157782,0.859768143492933,0.859908216355421,0.860048140491073,0.860187916224854,0.860327543880915,0.860467023782594,0.860606356252411,0.860745541612064,0.860884580182454,0.861023472283651,0.861162218234925,0.861300818354729,0.861439272960721,0.86157758236972,0.861715746897766,0.86185376686008,0.861991642571074,0.862129374344361,0.862266962492749,0.862404407328239,0.862541709162031,0.862678868304533,0.862815885065335,0.862952759753242,0.863089492676259,0.863226084141583,0.863362534455632,0.863498843924017,0.863635012851556,0.863771041542275,0.863906930299411,0.864042679425401,0.864178289221907,0.864313759989785,0.864449092029115,0.864584285639184,0.864719341118494,0.864854258764765,0.864989038874929,0.865123681745137,0.865258187670761,0.865392556946388,0.865526789865827,0.86566088672211,0.865794847807487,0.865928673413438,0.866062363830664
"2",0.959267125022532,0.95932415742838,0.959381098508796,0.959437948887578,0.959494709243769,0.959551380307756,0.959607962852057,0.959664457676062,0.959720865584895,0.959777187363782,0.959833423750762,0.959889575411498,0.959945642920333,0.960001626750864,0.960057527277549,0.960113344787655,0.960169079500908,0.96022473159321,0.960280301220615,0.9603357885408,0.960391193730251,0.960446516996765,0.960501758587496,0.960556918793471,0.960611997951418,0.960666996443889,0.960721914698339,0.96077675318572,0.960831512418943,0.960886192951458,0.960940795376036,0.960995320323901,0.961049768464124,0.961104140503424,0.961158437186218,0.961212659295038,0.961266807651171,0.961320883115611,0.961374886590247,0.961428819019275,0.961482681390857,0.961536474738981,0.96159020014553,0.961643858742572,0.961697451714838,0.961750980302414,0.961804445803632,0.961857849578192,0.961911193050457,0.961964477713006,0.962017705130407,0.962070876943214,0.962123994872208,0.962177060722934,0.962230076390434,0.962283043864344,0.962335965234214,0.962388842695191,0.962441678554,0.962494475235273,0.962547235288239,0.962599961393809,0.962652656372027,0.962705323189993,0.962757964970176,0.96281058499923
"3",0.926596928784539,0.92719411849284,0.927784861445991,0.928369252709875,0.928947385896603,0.929519353183972,0.930085245334791,0.930645151716139,0.931199160318486,0.931747357774628,0.932289829378441,0.932826659103347,0.933357929620494,0.93388372231665,0.93440411731189,0.934919193477102,0.935429028451481,0.935933698660001,0.936433279330866,0.936927844512921,0.937417467092968,0.937902218812915,0.93838217028677,0.938857391017471,0.939327949413549,0.939793912805631,0.940255347462824,0.940712318608953,0.941164890438708,0.941613126133654,0.942057087878165,0.942496836875282,0.942932433362453,0.943363936627278,0.943791405023142,0.944214895984846,0.944634466044231,0.945050170845757,0.945462065162159,0.945870202910099,0.946274637165902,0.946675420181371,0.947072603399741,0.947466237471751,0.947856372271908,0.948243056914979,0.948626339772723,0.949006268490934,0.949382890006808,0.949756250566734,0.950126395744522,0.950493370460122,0.950857218998963,0.951217985031899,0.951575711635892,0.951930441315511,0.952282216025315,0.952631077193218,0.952977065744997,0.953320222129957,0.953660586347983,0.953998197978035,0.954333096208275,0.954665319867964,0.954994907461271,0.955321897203274
"4",0.953231750891734,0.954150601458678,0.955048862575087,0.95592710735771,0.956785891558048,0.957625754048161,0.958447217296785,0.959250787835795,0.960036956716977,0.960806199959439,0.961558978987836,0.962295741062131,0.963016919699725,0.963722935091315,0.964414194512447,0.965091092733343,0.965754012430492,0.966403324603941,0.967039389004573,0.967662554574635,0.968273159902863,0.968871533692036,0.969457995233332,0.970032854880496,0.970596414519582,0.971148968038379,0.971690801809711,0.97222219521071,0.972743421201342,0.973254746980659,0.973756434732416,0.974248742467248,0.974731924968185,0.975206234849168,0.975671923740242,0.976129243617187,0.976578448296423,0.977019795118383,0.977453546844322,0.977879973792941,0.978299356243896,0.978711987136031,0.979118175087585,0.979518247764605,0.979912555621095,0.980301476029976,0.980685417817257,0.981064826201861,0.981440188129862,0.98181203797372,0.982180963542936,0.982547612322229,0.982912697815333,0.98327700582695,0.983641400461442,0.984006829556084,0.984374329200488,0.984745026926084,0.985120143085984,0.985500989894225,0.985888967565113,0.986285557000868,0.986692308532964,0.98711082634228,0.987542748374847,0.987989721835329
"5",0.933587568885725,0.934256743227729,0.934919243683679,0.935575178867115,0.936224654954602,0.936867775732316,0.937504642642942,0.938135354833068,0.938760009201448,0.939378700448532,0.939991521127584,0.940598561697776,0.941199910579319,0.941795654210358,0.942385877104668,0.942970661908378,0.943550089453122,0.944124238802524,0.944693187289485,0.945257010543433,0.945815782509482,0.94636957546419,0.946918460033975,0.94746250522146,0.948001778442001,0.948536345569638,0.949066270989439,0.949591617652647,0.950112447131916,0.950628819675146,0.951140794257401,0.951648428631191,0.952151779375548,0.952650901944407,0.953145850714634,0.953636679034091,0.954123439269813,0.954606182856503,0.95508496034541,0.955559821453603,0.956030815113721,0.956497989524167,0.956961392199824,0.957421070023203,0.957877069296074,0.958329435791579,0.95877821480677,0.959223451215538,0.959665189521966,0.960103473913985,0.960538348317374,0.960969856449947,0.961398041875996,0.961822948060767,0.962244618425057,0.962663096399718,0.963078425480008,0.963490649279745,0.96389981158504,0.96430595640758,0.964709128037265,0.965109371094086,0.965506730579031,0.965901251923922,0.966292981039931,0.9666819643646
"6",0.962668330400791,0.963619060984506,0.964546877657455,0.965452428655764,0.966336339788002,0.967199215482738,0.96804163984676,0.968864177739781,0.969667375877643,0.970451763981357,0.971217855991041,0.971966151363208,0.97269713646797,0.973411286101654,0.974109065130629,0.974790930283707,0.975457332112114,0.976108717138015,0.976745530213601,0.977368217113526,0.977977227383299,0.978573017465136,0.979156054120933,0.979726818168336,0.980285808541002,0.980833546676878,0.981370581228656,0.981897493077668,0.98241490061617,0.982923465241965,0.983423896983975,0.983916960146475,0.984403478823144,0.98488434209083,0.985360508646303,0.985833010600449,0.986302956094707,0.986771530359335,0.987239994797071,0.987709683656969,0.988181997870087,0.988658395660457,0.989140379631419,0.989629480164204,0.990127235157003,0.990635166372808,0.991154752941225,0.991687402850255,0.992234423537405,0.992796992908989,0.993376132244947,0.993972682454479,0.994587285019625,0.995220368702628,0.995872142723307,0.996542596675193,0.997231506996771,0.997938449398379,0.998662816311785,0.999403838205546,1.00016060750681,1.00093210388151,1.00171721972958,1.00251478492306,1.00332359002145,1.00414240741613
"7",0.848918834027211,0.855016848215892,0.860825201375463,0.866358260214732,0.871629946352565,0.876653703570014,0.881442474147063,0.886008683053982,0.890364228870962,0.894520480415159,0.898488278157867,0.902277939614866,0.905899267987799,0.909361563423333,0.912673636338859,0.915843822338627,0.91887999831242,0.92178959937016,0.924579636321088,0.92725671345518,0.929827046428298,0.932296480091691,0.934670506141323,0.936954280494141,0.939152640327061,0.941270120741255,0.943310971039407,0.945279170628142,0.947178444581645,0.949012278926397,0.95078393573053,0.952496468104681,0.954152735243251,0.95575541765461,0.957307032744386,0.958809950924757,0.960266412421844,0.961678544939588,0.963048382307025,0.964377884183573,0.965668956818377,0.966923474751406,0.968143303202568,0.969330320718154,0.970486441432003,0.971613636055869,0.972713950448575,0.973789520344868,0.974842580580294,0.97587546697039,0.976890608947272,0.977890511193632,0.978877722915502,0.979854794122545,0.980824219361845,0.981788370738193,0.982749423619841,0.983709279946915,0.984669495229939,0.98563121583908,0.9865951328095,0.987561457062748,0.988529918824248,0.989499791457421,0.990469937400992,0.991438871831775
"8",0.881535504957392,0.884900438934287,0.888162047273759,0.891323860226714,0.894389310779182,0.897361733680799,0.900244364925367,0.903040341635689,0.905752702308451,0.90838438737813,0.910938240062237,0.913417007453063,0.915823341824352,0.918159802123715,0.9204288556245,0.922632879713224,0.924774163790853,0.926854911268612,0.928877241640835,0.930843192619295,0.932754722315315,0.934613711457446,0.936421965634199,0.938181217552645,0.93989312930523,0.941559294638385,0.943181241217938,0.944760432887615,0.946298271918358,0.947796101247563,0.949255206709063,0.950676819256254,0.952062117182887,0.953412228348194,0.95472823241566,0.956011163117728,0.957262010562208,0.958481723600222,0.95967121228017,0.96083135041749,0.961962978316247,0.963066905685165,0.964143914798655,0.965194763961507,0.966220191344968,0.967220919271429,0.968197659034422,0.969151116349989,0.97008199754392,0.970991016586118,0.971878903087054,0.972746411370786,0.973594330731793,0.974423496966757,0.975234805243559,0.976029224324479,0.976807812093533,0.977571732243504,0.978322271850673,0.979060859398261,0.979789082599675,0.980508705118826,0.981221680992778,0.981930165248196,0.982636518897158,0.983343306248366
"9",0.966451167543294,0.966441254180158,0.966431355835279,0.966421476004563,0.966411618690517,0.966401788368723,0.966391989900086,0.966382228378086,0.966372508908902,0.966362836336162,0.966353214939086,0.966343648147235,0.966334138320719,0.966324686635984,0.966315293095725,0.966305956653333,0.966296675418747,0.966287446901558,0.966278268249887,0.966269136456251,0.966260048516888,0.96625100154366,0.966241992835239,0.966233019917254,0.966224080560756,0.966215172786653,0.966206294861627,0.966197445289389,0.966188622799455,0.966179826335009,0.966171055040582,0.966162308250073,0.966153585475291,0.96614488639516,0.966136210845699,0.96612755881068,0.966118930413053,0.966110325907066,0.966101745671087,0.96609319020107,0.966084660104643,0.966076156095807,0.966067678990192,0.966059229700848,0.966050809234535,0.96604241868851,0.966034059247749,0.96602573218259,0.966017438846794,0.966009180676,0.966000959186476,0.965992775974289,0.965984632714741,0.965976531162135,0.965968473149817,0.965960460590507,0.96595249547687,0.965944579882368,0.965936715962323,0.96592890595522,0.965921152184255,0.965913457059043,0.965905823077589,0.965898252828434,0.965890748992998,0.965883314348118
"10",0.913125420371568,0.916625103248069,0.919972132994941,0.923175728112698,0.926244489949983,0.929186431976173,0.932009009071457,0.934719146603391,0.937323269120318,0.939827328545571,0.942236831802974,0.944556867844599,0.946792134086206,0.948946962282427,0.951025343891522,0.95303095498641,0.954967180765303,0.956837139702661,0.958643707361707,0.960389539863316,0.96207709697248,0.963708664719809,0.965286377422733,0.966812238911386,0.968288142703922,0.96971589082166,0.971097210893741,0.972433771179531,0.973727193139839,0.974979061218446,0.976190929554588,0.977364325434964,0.978500749407838,0.979601672118554,0.980668528079344,0.981702706750436,0.982705541476035,0.983678296978273,0.984622156253577,0.985538207826039,0.986427434376638,0.987290703770207,0.988128763430065,0.988942238855065,0.989731636833212,0.99049735359241,0.991239687763965,0.991958857653774,0.99265502196128,0.99332830279947,0.993978809686388,0.994606663121164,0.995212016429931,0.995795074755177,0.996356110337347,0.996895473562152,0.997413599581394,0.997911010623397,0.998388314365046,0.998846198924528,0.999285425147988,0.999706816908056,1.00011125011865,1.00049964111211,1.00087293493734,1.0012320940341
