"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
"1",0.879377993174076,0.878884140825317,0.878388469088542,0.877890963191656,0.877391608177122,0.876890388900684,0.876387290030094,0.875882296043868,0.875375391230014,0.87486655968479,0.87435578531145,0.873843051819017,0.873328342721038,0.872811641334365,0.87229293077791,0.871772193971459,0.871249413634436,0.870724572284705,0.870197652237373,0.869668635603598,0.869137504289382,0.868604239994432,0.868068824210939,0.867531238222444,0.866991463102658,0.866449479714322,0.865905268708053,0.865358810521208,0.864810085376751,0.864259073282116,0.863705754028128,0.863150107187843,0.862592112115494,0.862031747945368,0.861468993590727,0.860903827742757,0.860336228869462,0.859766175214638,0.859193644796812,0.858618615408206,0.858041064613701,0.857460969749837,0.856878307923774,0.856293056012327,0.85570519066095,0.855114688282784,0.854521525057668,0.853925676931204,0.853327119613804,0.852725828579772,0.852121779066375,0.851514946072952,0.850905304360014,0.850292828448373,0.849677492618277,0.849059270908561,0.848438137115831,0.847814064793617,0.847187027251604,0.846556997554822
"2",0.965470132741542,0.965347829621941,0.965225058135388,0.965101815493333,0.964978098885859,0.964853905481553,0.964729232427344,0.964604076848361,0.964478435847781,0.964352306506678,0.964225685883873,0.964098571015773,0.963970958916241,0.963842846576418,0.963714230964565,0.963585109025928,0.963455477682564,0.963325333833183,0.963194674352992,0.963063496093536,0.962931795882533,0.962799570523704,0.962666816796619,0.962533531456529,0.962399711234197,0.962265352835727,0.962130452942406,0.961995008210521,0.961859015271193,0.96172247073021,0.961585371167846,0.961447713138684,0.96130949317145,0.961170707768827,0.961031353407276,0.960891426536863,0.960750923581075,0.960609840936627,0.960468174973301,0.96032592203374,0.960183078433265,0.960039640459698,0.959895604373172,0.959750966405922,0.959605722762113,0.959459869617643,0.959313403119944,0.959166319387783,0.959018614511087,0.958870284550712,0.958721325538265,0.958571733475896,0.958421504336099,0.9582706340615,0.958119118564669,0.957966953727885,0.957814135402954,0.957660659410987,0.957506521542189,0.957351717555647
"3",0.96326899215521,0.962795421707884,0.962315947690761,0.961830443594161,0.961338779121643,0.960840820080966,0.96033642827166,0.959825461369063,0.959307772804832,0.958783211643814,0.958251622457337,0.957712845192734,0.957166715039172,0.95661306228964,0.956051712199102,0.955482484838727,0.954905194946128,0.954319651771594,0.95372565892019,0.95312301418966,0.952511509404161,0.951890930243596,0.951261056068604,0.950621659741058,0.949972507440022,0.949313358473081,0.948643965082931,0.947964072249225,0.947273417485507,0.946571730631206,0.945858733638605,0.945134140354682,0.944397656297789,0.943648978429072,0.942887794918575,0.942113784905959,0.941326618255814,0.940525955307461,0.939711446619276,0.93888273270746,0.938039443779229,0.937181199460493,0.936307608517928,0.935418268575535,0.934512765825729,0.933590674734965,0.932651557743998,0.931694964962918,0.930720433861009,0.929727488951618,0.928715641472221,0.927684389059816,0.92663321542198,0.925561590003758,0.924468967650744,0.923354788268677,0.922218476479938,0.921059441277355,0.919877075675857,0.918670756362382
"4",0.982605843414082,0.98241297684036,0.982218263955779,0.982021681704888,0.981823206577128,0.981622814604189,0.981420481357271,0.981216181944115,0.98100989100592,0.980801582714026,0.980591230766343,0.980378808383566,0.980164288305093,0.979947642784659,0.979728843585661,0.97950786197617,0.979284668723595,0.979059234089003,0.978831527821105,0.978601519149858,0.978369176779692,0.978134468882387,0.977897363089538,0.977657826484687,0.977415825595017,0.977171326382713,0.976924294235891,0.976674693959196,0.976422489763992,0.976167645258195,0.975910123435701,0.975649886665491,0.975386896680354,0.975121114565222,0.974852500745228,0.974581014973315,0.974306616317616,0.974029263148387,0.973748913124691,0.973465523180712,0.973179049511782,0.972889447560033,0.972596671999818,0.972300676722761,0.972001414822531,0.971698838579321,0.971392899444009,0.971083548022066,0.97077073405713,0.97045440641432,0.970134513063274,0.969811001060879,0.969483816533729,0.969152904660317,0.968818209652919,0.968479674739237,0.968137242143729,0.967790853068662,0.967440447674916,0.967085965062467
"5",0.972107434813807,0.971624766445768,0.971136458427471,0.970642463609479,0.970142733197919,0.969637216684827,0.969125861777027,0.968608614323373,0.968085418240308,0.967556215435522,0.967020945729545,0.966479546775195,0.965931953974575,0.965378100393599,0.964817916673786,0.964251330941194,0.963678268712329,0.963098652796934,0.962512403197428,0.961919437004943,0.961319668291828,0.960713008000479,0.96009936382846,0.959478640109759,0.958850737692197,0.958215553810844,0.957572981957459,0.956922911745899,0.956265228773451,0.955599814478087,0.954926545991659,0.954245295988973,0.953555932532792,0.952858318914788,0.952152313492398,0.951437769521668,0.950714534986063,0.949982452421277,0.949241358736054,0.948491085029054,0.947731456401758,0.946962291767449,0.946183403656241,0.945394598016223,0.944595674010645,0.943786423811215,0.942966632387418,0.942136077291938,0.941294528442071,0.940441747897186,0.939577489632132,0.938701499306633,0.937813514030583,0.936913262125207,0.936000462880111,0.935074826306089,0.93413605288371,0.933183833307646,0.932217848226668,0.931237767979331
"6",0.993937363509623,0.993712597573903,0.99348455943226,0.993253291415958,0.993018833291197,0.992781221833926,0.992540490414886,0.992296668598785,0.992049781761417,0.991799850728504,0.991546891439771,0.991290914641547,0.99103192561078,0.990769923913163,0.990504903197392,0.990236851027288,0.989965748752835,0.989691571420898,0.989414287725527,0.989133859997441,0.988850244231718,0.988563390152013,0.988273241309538,0.987979735214133,0.987682803494794,0.987382372086444,0.987078361439635,0.98677068674951,0.986459258200448,0.986143981222572,0.985824756756376,0.985501481521871,0.985174048288604,0.984842346143276,0.984506260751715,0.984165674612326,0.983820467298402,0.983470515686937,0.983115694171904,0.98275587486031,0.982390927749617,0.982020720885454,0.981645120498821,0.981263991122271,0.980877195684888,0.980484595585982,0.980086050747807,0.97968141964766,0.97927055933,0.97885332539934,0.978429571994683,0.977999151746602,0.97756191571784,0.977117713328663,0.976666392267947,0.976207798391231,0.975741775606814,0.975268165751015,0.974786808453631,0.974297540994772
"7",0.983519681868092,0.982937383181475,0.982341987825512,0.981733329308137,0.981111225141395,0.980475475989007,0.979825864909863,0.9791621566979,0.978484097314121,0.977791413401905,0.977083811872415,0.976360979543291,0.975622582810676,0.974868267332666,0.974097657700791,0.973310357076091,0.972505946766599,0.971683985724697,0.970844009944617,0.969985531742989,0.96910803890834,0.968210993708474,0.967293831747942,0.966355960670963,0.965396758707867,0.964415573065962,0.963411718167669,0.962384473740587,0.961333082765459,0.960256749288688,0.959154636106519,0.95802586232787,0.956869500822561,0.955684575560905,0.95447005884992,0.953224868470447,0.951947864718416,0.950637847352565,0.949293552449933,0.947913649169728,0.946496736425417,0.945041339464321,0.943545906354017,0.942008804374327,0.940428316314203,0.938802636672982,0.937129867766106,0.935408015736365,0.933634986472648,0.931808581439639,0.929926493423372,0.927986302199519,0.925985470133281,0.923921337722236,0.921791119096195,0.919591897491115,0.917320620717604,0.914974096648252,0.912548988752189,0.910041811710061
"8",0.985140909062698,0.984540802418905,0.983924009189101,0.983290126383539,0.982638735713325,0.981969404017464,0.981281683632064,0.980575112669309,0.979849215177352,0.979103501156559,0.978337466412157,0.977550592228489,0.976742344854897,0.975912174798287,0.975059515921603,0.974183784351565,0.973284377202057,0.972360671122374,0.971412020681206,0.970437756598551,0.969437183838309,0.968409579574264,0.967354191041786,0.966270233286642,0.965156886821349,0.964013295198094,0.962838562505982,0.961631750798944,0.960391877459347,0.959117912501235,0.957808775815901,0.95646333436187,0.955080399300415,0.953658723077543,0.952196996452868,0.95069384547585,0.94914782840996,0.947557432605489,0.945921071322449,0.944237080505224,0.942503715511791,0.940719147800983,0.938881461582377,0.93698865043479,0.935038613900422,0.933029154063565,0.930957972124307,0.928822664979645,0.92662072182659,0.924349520804077,0.922006325693203,0.919588282698032,0.917092417332375,0.914515631441305,0.911854700389825,0.909106270455193,0.906266856463522,0.903332839716159,0.900300466256134,0.897165845530315
"9",0.995786215023887,0.995611070944374,0.99541454410783,0.995194385505056,0.994948199988477,0.994673460087653,0.9943675267504,0.994027677827065,0.993651144778059,0.993235157540409,0.992776996712545,0.992274051214093,0.991723878409746,0.991124262486106,0.990473265856663,0.989769267831673,0.989010985041001,0.988197469385309,0.987328081676497,0.986402442379806,0.98542036442267,0.984381776077433,0.983286643617486,0.982134903220949,0.980926409399496,0.979660903595832,0.978338002480957,0.976957201945448,0.975517890611238,0.974019366196486,0.972460849037944,0.970841488948551,0.969160363688493,0.967416469096433,0.965608702050537,0.963735837855859,0.961796503528001,0.959789147991544,0.957712009659761,0.955563081372152,0.953340072326247,0.95104036647502,0.948660976853521,0.946198495409092,0.943649038089904,0.941008185149364,0.938270916807369,0.935431544544474,0.93248363837616,0.9294199504615,0.926232335355567,0.922911667139408,0.919447753579702,0.915829247408201,0.912043554790529,0.908076741094494,0.903913434184563,0.899536725674369,0.894928070874675,0.890067188590789
"10",0.98927689389668,0.989041697853178,0.988802470407412,0.988559181462441,0.988311801325532,0.9880603007051,0.987804650706399,0.987544822825814,0.987280788943553,0.98701252131453,0.986739992557169,0.986463175640073,0.986182043866209,0.985896570854605,0.985606730519265,0.985312497045297,0.985013844862079,0.984710748613403,0.984403183124563,0.984091123366347,0.983774544415953,0.983453421414869,0.983127729523759,0.982797443874503,0.982462539519429,0.982122991377961,0.981778774180841,0.981429862412056,0.981076230248762,0.980717851499366,0.980354699540046,0.979986747249947,0.979613966945288,0.979236330312667,0.978853808341775,0.978466371257869,0.978073988454098,0.977676628424078,0.977274258694805,0.976866845760209,0.976454355015457,0.97603675069227,0.97561399579525,0.975186052039488,0.974752879789442,0.974314437999184,0.973870684154063,0.973421574213745,0.972967062556684,0.972507101925896,0.97204164337601,0.9715706362215,0.971094027985925,0.970611764352084,0.970123789112903,0.969630044122838,0.969130469249649,0.96862500232628,0.968113579102674,0.967596133197239
